Date,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical
December28,2693189,15167,63449,546,2248807,380933,2433
December29,2713140,19935,64166,717,2268172,380802,2446
December30,2743620,30480,64867,701,2289691,389062,2447
December31,2773166,29547,65566,699,2309250,398350,2449
Jan01_2021,2800709,27543,66224,658,2324776,409709,2433
Jan02_2021,2823457,22748,66739,515,2340971,415747,2442
Jan03_2021,2845294,21837,67344,605,2352621,425329,2472
Jan04_2021,2867078,21753,68030,686,2368319,430729,2500
Jan05_2021,2894007,26857,68850,820,2386814,438343,2430
Jan06_2021,2929938,35032,69960,658,2407081,452897,2368
Jan07_2021,2965221,35266,70649,689,2425976,468596,2379
Jan07_2021,2965221,35266,70649,689,2425976,468596,2379
Jan08_2021,3001908,36687,71559,910,2444863,485486,2517
Jan09_2021,3037007,35099,72216,657,2461292,503499,2468
Jan10_2021,3067437,30354,72810,594,2478507,516120,2482
Jan11_2021,3095419,27982,73491,681,2494196,527732,2489
Jan12_2021,3121398,25877,74558,1066,2550285,496555,2560
Jan13_2021,3157992,36594,75787,1229,2574282,507923,2957
Jan14_2021,3191906,33914,76840,1053,2605269,509797,2581
Jan15_2021,3223749,31843,77750,909,2628487,517512,2598
Jan16_2021,3251235,27486,78413,663,2661465,511357,2644
Jan17_2021,3278299,26456,79011,598,2687882,511406,2635
Jan18_2021,3300947,22648,79736,725,2718040,503171,2699
Jan19_2021,3324351,23404,80938,1202,2755482,487931,2610
Jan20_2021,3352823,28410,81863,924,2784381,486579,2608
Jan21_2021,3380887,27661,82885,1003,2821895,476107,2588
Jan22_2021,3407171,26284,83859,956,2851959,471353,2668
Jan23_2021,3434479,26475,84641,775,2879164,470674,2750
Jan24_2021,3454599,20106,85288,647,2904640,464671,2800
Jan25_2021,3472043,16597,86060,637,2935117,450866,2805
Jan26_2021,3490691,18648,87043,1027,2960635,443013,2765
Jan27_2021,3511476,20702,88095,1052,2983192,440189,2765
Jan28_2021,3532559,20435,89092,962,3002587,440880,2796
Jan29_2021,3551847,18752,89939,844,3026867,435041,2750
Jan30_2021,3569944,17102,90554,578,3045741,433649,2765
Jan31_2021,3585676,15732,91079,525,3064238,430359,2727
Feb01_2021,3598944,13268,91587,508,3085758,421599,2721
Feb02_2021,3614270,15326,92472,885,3109935,411863,2669
Feb03_2021,3630150,15858,93183,711,3126186,410781,2645
Feb04_2021,3646894,16744,93751,568,3140920,412223,2593
Feb05_2021,3662921,15953,94298,546,3161353,407270,2603
Feb06_2021,3676466,13398,94846,527,3176627,404993,2533
Feb07_2021,3688321,11527,95203,352,3205417,387701,2491
Feb08_2021,3701290,12202,95648,434,3220115,385527,2497
Feb09_2021,3712855,11565,96350,702,3234247,382258,2559
Feb11_2021,3739257,12372,97385,498,3268948,372924,2540
Feb12_2021,3753441,13172,97950,539,3284079,371412,2517
Feb13_2021,3764868,11427,98305,355,3294362,372201,2499
Feb14_2021,3775513,10045,98601,296,3303174,373738,2422
Feb15_2021,3785677,9965,99075,472,3317277,369325,2439
Feb16_2021,3795981,10304,99545,469,3331862,364574,2417
Feb17_2021,3809411,13226,99948,401,3346363,363100,2407
Feb18_2021,3823291,13880,100463,515,3360902,361926,2420
Feb19_2021,3834287,10773,100847,375,3374788,358652,2387
Feb20_2021,3845156,10869,101140,293,3385819,358197,2442
Feb21_2021,3854676,9520,101477,337,3395724,357475,2480
Feb22_2021,3864060,9384,101816,339,3406267,355977,2478
Feb23_2021,3872085,8025,102286,470,3421548,348251,2513
Feb24_2021,3883726,11641,102619,333,3434828,346279,2521
Feb25_2021,3896732,12678,102985,364,3450747,343000,2527
Feb26_2021,3907368,10584,103303,317,3465594,338471,2580
Feb27_2021,3915201,7833,103642,339,3475121,336438,2528
Feb28_2021,3924598,8771,103869,222,3484084,336645,2555
Mar01_2021,3934208,9610,104184,315,3492194,337830,2533
Mar02_2021,3942711,8503,104556,372,3504610,333545,2500
Mar03_2021,3953557,10165,104834,272,3516663,332060,2484
Mar04_2021,3966393,12836,105165,331,3527350,333878,2474
Mar05_2021,3975616,9223,105413,248,3536724,333479,2505
Mar06_2021,3985061,9423,105670,257,3548192,331199,2482
Mar07_2021,3993395,8260,105900,225,3555476,332019,2498
Mar08_2021,4003008,9346,106280,374,3565569,331159,2584
Mar09_2021,4011465,8457,106582,302,3578347,326536,2579
Mar10_2021,4022129,10452,106883,300,3589011,326235,2592
Mar11_2021,4037630,13271,107207,301,3604089,326334,2580
Mar12_2021,4047537,9848,107434,227,3614207,325896,2605
Mar13_2021,4057634,10097,107730,296,3625987,323917,2531
Mar14_2021,4066272,8579,107981,251,3635701,322590,2546
Mar15_2021,4075038,8489,108298,312,3645966,320774,2599
Mar16_2021,4083905,8746,108603,304,3656333,318969,2648
Mar17_2021,4095103,11188,108885,282,3664665,321553,2619
Mar18_2021,4106497,11354,109146,260,3674421,322930,2599
Mar19_2021,4119180,12530,109700,553,3682851,326629,2597
Mar20_2021,4129277,9267,109914,198,3689361,330002,2551
Mar21_2021,4138592,9315,110143,229,3697455,330994,2578
Mar22_2021,4148023,9109,110405,262,3706720,330898,2630
Mar23_2021,4157953,9930,110745,340,3717254,329954,2666
Mar24_2021,4168758,10783,111064,319,3725900,331794,2742
Mar25_2021,4181204,12268,111450,376,3738001,331753,2721
Mar26_2021,4199748,11497,111794,224,3773463,314491,2712
Mar27_2021,4209396,9792,111987,193,3779780,317629,2702
Mar28_2021,4218223,8827,112170,183,3785928,320125,2726
Mar29_2021,4227930,9707,112482,312,3795918,319530,2730
Mar30_2021,4239216,11049,112781,294,3805717,320718,2753
Mar31_2021,4251598,12216,113042,241,3814105,324451,3037
Apr01_2021,4274176,22578,113446,404,3837726,323004,3027
Apr02_2021,4286917,12741,113691,245,3844175,329051,3038
Apr03_2021,4295801,8884,113863,172,3850421,331517,3032
Apr04_2021,4305201,9400,114131,268,3856441,334629,3071
Apr05_2021,4314455,9254,114361,230,3863313,336781,3092
Apr06_2021,4324979,10523,114610,249,3875884,334485,3081
Apr07_2021,4336627,11648,114877,267,3885966,335784,3240
Apr08_2021,4353549,16910,115228,351,3897960,340361,3537
Apr09_2021,4366297,12748,115490,262,3906951,343856,3529
Apr10_2021,4375953,9656,115713,223,3915079,345161,3559
Apr11_2021,4385637,9684,116001,288,3923721,345915,3655
Apr12_2021,4395889,10252,116265,264,3933517,346107,3659
Apr13_2021,4408305,12155,116681,415,3944970,346654,3658
Apr14_2021,4421269,12873,117050,368,3954224,349995,3725
Apr15_2021,4433974,12678,117363,313,3963106,353505,3812
Apr16_2021,4448991,11852,117690,307,3972837,358464,3779
Apr17_2021,4459276,10211,117950,258,3979830,361496,3802
Apr18_2021,4468600,9010,118202,249,3985799,364599,3853
Apr19_2021,4477942,8870,118501,234,3996320,363121,3776
Apr20_2021,4489169,11006,118919,418,4011395,358855,3788
Apr21_2021,4501027,11814,119230,311,4023153,358644,3856
Apr22_2021,4513248,12221,119538,308,4033762,359948,3837
Apr23_2021,4525278,12026,119915,377,4045332,360031,3790
Apr24_2021,4535485,10199,120152,236,4053344,361989,3829
Apr25_2021,4544968,8889,120443,286,4061993,362532,3823
Apr26_2021,4551932,6769,120738,262,4070227,360967,3820
Apr27_2021,4562532,10491,121111,373,4085728,355693,3798
Apr28_2021,4572187,9655,121452,341,4095127,355608,3555
Apr29_2021,4587786,15599,121848,396,4112026,353912,3843
Apr30_2021,4597344,9558,122103,255,4122281,352960,3781
May01_2021,4605193,7849,122387,284,4133610,349196,3690
May02_2021,4611290,6097,122616,229,4139343,349331,3612
May03_2021,4618497,7162,122873,256,4147867,347757,3561
May04_2021,4627442,8448,123210,321,4157526,346706,3484
May05_2021,4636620,8626,123554,324,4166732,346334,3525
May06_2021,4649054,12434,123937,383,4182093,343024,3498
May07_2021,4657629,8548,124226,288,4190326,343077,3459
May07_2021,4657629,8548,124226,288,4190326,343077,3459
May08_2021,4666127,8498,124495,269,4198735,342897,3417
May09_2021,4673464,7320,124715,220,4206740,342009,3295
May09_2021,4673464,7320,124715,220,4206740,342009,3295
May10_2021,4682189,6678,125066,271,4216790,340333,3241
May11_2021,4690286,8142,125399,333,4227775,337112,3158
May12_2021,4699196,8877,125704,304,4235488,338004,3093
May13_2021,4708635,9439,125938,234,4243246,339451,3079
May14_2021,4716640,8004,126189,251,4250713,339738,3019
May15_2021,4723440,6800,126429,240,4256472,340539,3033
May16_2021,4730372,6932,126652,222,4262056,341664,2992
May17_2021,4738223,7851,126913,261,4272516,338794,2951
May18_2021,4749660,11436,127237,324,4279257,343166,2915
May19_2021,4759631,9935,127592,355,4286374,345665,2929
May21_2021,4781890,9755,128331,319,4307854,345705,2839
May22_2021,4791743,9853,128540,209,4316811,346392,2847
May23_2021,4800010,8264,128743,203,4324972,346295,2817
May24_2021,4809314,9195,129025,254,4336685,343604,2775
May25_2021,4819606,10039,129317,292,4346181,344108,2742
May26_2021,4830591,10985,129620,303,4355067,345904,2702
May27_2021,4842465,11874,129912,292,4362381,350172,2678
May28_2021,4854402,11932,130212,300,4371092,353098,2717
May29_2021,4866108,11706,130465,253,4380556,355087,2427
May30_2021,4875939,9641,130741,248,4388733,356465,2427
May31_2021,4885564,9576,130997,256,4400755,353812,2411
Jun01_2021,4895693,10065,131317,318,4417087,347289,2407
Jun02_2021,4909384,13426,131630,307,4425844,351910,2409
Jun03_2021,4923887,14490,131879,253,4437542,354466,2394
Jun04_2021,4939245,15119,132157,275,4450075,357013,2355
Jun05_2021,4952150,12594,132449,263,4459171,360530,2423
Jun06_2021,4964832,12682,132663,214,4467080,365089,2504
Jun07_2021,4976042,11181,132947,282,4478775,364320,2428
Jun08_2021,4991356,15314,133382,434,4492101,365873,2403
Jun09_2021,5009821,18364,133746,364,4500446,375629,2436
Jun10_2021,5031189,21366,134064,308,4512198,384927,2519
Jun11_2021,5051553,20312,134450,384,4526835,390268,2594
Jun12_2021,5072188,20586,134790,332,4536906,400492,2662
Jun13_2021,5088984,16773,135050,260,4545962,407972,2699
Jun14_2021,5105025,16001,135389,339,4559523,410113,2792
Jun15_2021,5125974,20823,135872,483,4572720,417382,2859
Jun16_2021,5150273,24108,136254,381,4583120,430899,2903
Jun17_2021,5179682,27334,136668,381,4597975,445039,2946
Jun18_2021,5201974,22289,137032,364,4614399,450543,2973
Jun19_2021,5226360,25150,137476,442,4632521,456363,4021
Jun20_2021,5249416,23056,137856,380,4645630,465930,4098
Jun21_2021,5272939,23416,138349,374,4665717,468873,4276
Jun22_2021,5297223,24284,138990,640,4684532,473701,4349
Jun23_2021,5330046,31178,139506,471,4697798,492742,4478
Jun24_2021,5363725,33679,140040,534,4712886,510799,4520
Jun25_2021,5399372,35544,140574,534,4737868,520930,4491
Jun26_2021,5433620,34169,141064,488,4758113,534443,4739
Jun27_2021,5461221,27501,141519,455,4773894,545808,4742
Jun28_2021,5486322,25101,142050,531,4800357,543915,4754
Jun29_2021,5514707,28365,142572,521,4824874,547261,4739
Jun30_2021,5554709,36947,143360,755,4846700,564649,4668
Jul01_2021,5597464,42345,144152,788,4865662,587650,4587
Jul02_2021,5640800,43341,144841,689,4894902,601057,4585
Jul03_2021,5683860,42968,145325,484,4923944,614591,4577
Jul04_2021,5715440,31580,145951,626,4948501,620988,4645
Jul05_2021,5744522,28732,147465,686,4983285,613772,4666
Jul06_2021,5782101,37349,148305,836,5015606,618190,4655
Jul07_2021,5826420,44319,149120,815,5038519,638781,4637
Jul08_2021,5873879,47459,150021,901,5062806,661052,4598
Jul09_2021,5920407,46426,150902,881,5142938,626567,4451
Jul10_2021,5965781,45374,151594,692,5180733,633454,4482
Jul11_2021,6001020,35239,152194,600,5215980,632846,4437
Jul12_2021,6035877,34857,152825,631,5253265,629787,4356
Jul13_2021,6075566,39637,153922,1095,5287901,633743,4502
Jul14_2021,6119867,44261,154983,1061,5314043,650841,4474
Jul15_2021,6168145,48278,155886,903,5347019,665240,4408
Jul16_2021,6209831,41686,156890,1004,5390740,662201,4455
Jul17_2021,6249088,39257,157655,765,5427165,664268,4452
Jul18_2021,6284601,35513,158329,674,5463365,662907,4430
Jul19_2021,6315658,30187,159058,721,5503856,652744,4478
Jul20_2021,6350309,34651,160112,1054,5540765,649432,4570
Jul21_2021,6383871,33103,161040,928,5572405,650426,4531
Jul22_2021,6422402,38332,162034,994,5609825,650543,4332
Jul23_2021,6454211,30895,162834,797,5649178,642199,4333
Jul24_2021,6489154,32139,163907,944,5678367,646880,4380
Jul25_2021,6521931,32777,164792,885,5701917,655222,4371
Jul26_2021,6556359,31649,165691,899,5742222,648446,4271
Jul27_2021,6590325,33966,166611,920,5776314,647400,4235
Jul28_2021,6638981,48190,167572,961,5805671,665738,4199
Jul29_2021,6686779,47615,168866,1294,5841583,676330,4194
Jul30_2021,6729768,42791,169666,799,5874377,685725,4266
Jul31_2021,6765628,35860,170532,866,5907323,687773,4257
Aug01_2021,6797340,31712,171236,704,5932624,693480,4228
Aug02_2021,6833237,34586,172158,909,5965039,696040,4342
Aug03_2021,6870093,36706,173258,1099,6000389,696446,4395
Aug04_2021,6912036,41751,174254,996,6034402,703380,4549
Aug05_2021,6963147,51111,175298,1044,6076821,711028,4421
Aug06_2021,7005155,41383,176319,1016,6112424,716412,4505
Aug07_2021,7041474,36281,177100,781,6141274,723100,4501
Aug08_2021,7075117,33643,177815,715,6170076,727226,4538
Aug09_2021,7113014,33211,178628,813,6208287,726099,4516
Aug10_2021,7142988,29974,179260,632,6239372,724356,4614
Aug11_2021,7180991,34413,180387,1117,6287260,713344,4637
Aug12_2021,7228178,46863,181531,1144,6330469,716178,4601
Aug13_2021,7268258,40024,182634,1102,6369325,716299,4657
Aug14_2021,7301981,33723,183343,709,6398256,720382,4746
Aug15_2021,7330805,28824,184054,711,6433846,712905,4848
Aug16_2021,7360187,28967,184831,773,6463411,711945,4884
Aug17_2021,7393078,32830,185867,1036,6499827,707384,4856
Aug18_2021,7436554,40363,186896,900,6537677,711981,4773
Aug19_2021,7479048,41161,187659,759,6579636,711753,4791
Aug20_2021,7516460,37142,188382,723,6609199,718879,4810
Aug21_2021,7547947,31483,189003,621,6651334,707610,4934
Aug22_2021,7574249,25917,189637,634,6675577,709035,4913
Aug23_2021,7623450,27981,190353,695,6708295,724802,4903
Aug24_2021,7655050,31580,191193,840,6742426,721431,4775
Aug25_2021,7691125,35533,192193,1000,6769827,729105,4717
Aug26_2021,7729859,38734,193041,848,6807389,729429,4649
Aug27_2021,7763833,33971,193805,764,6840520,729508,4567
Aug28_2021,7791860,28027,194566,761,6885724,711570,4544
Aug29_2021,7812925,20726,195241,671,6909639,708045,4551
Aug30_2021,7835999,23074,195912,671,6941107,698980,4506
Aug31_2021,7859056,22877,196691,778,6970582,691783,4492
Sep01_2021,7891089,30370,197340,639,7011174,682575,4423
Sep02_2021,7919226,27777,198187,847,7043720,677319,4509
Sep03_2021,7945174,25945,198801,614,7074994,671379,4474
Sep04_2021,7966535,21107,199315,511,7104861,662359,4460
Sep05_2021,7984083,17548,199688,373,7132289,652106,4468
Sep06_2021,8001433,17350,200230,542,7158117,643086,4434
Sep07_2021,8024049,22616,200864,634,7191670,631515,4419
Sep08_2021,8045741,21692,201455,591,7215900,628386,4362
Sep09_2021,8069032,22806,201978,523,7254336,612718,4293
Sep10_2021,8087506,18474,202546,568,7290510,594450,4156
Sep11_2021,8102816,15310,202932,386,7311893,587991,4232
Sep12_2021,8116019,12833,203315,377,7333716,578988,4202
Sep13_2021,8128934,12613,203889,439,7361513,563532,4193
Sep14_2021,8155408,17417,204501,612,7395894,555013,4196
Sep15_2021,8172728,17320,204939,438,7418484,549305,4128
