Country_Other,Sep07_2021,Sep08_2021,Sep09_2021,Sep10_2021,Sep11_2021,Sep12_2021,Sep13_2021,Sep14_2021,Sep15_2021,Sep16_2021,Sep17_2021,Sep18_2021,Sep19_2021,Sep20_2021,Sep21_2021,Sep22_2021,Sep23_2021,Sep24_2021,Sep25_2021,Sep26_2021,Sep27_2021,Sep28_2021,Sep29_2021,Sep30_2021,Oct01_2021,Oct02_2021,Oct03_2021,Oct04_2021,Oct05_2021,Oct06_2021,Oct07_2021,Oct08_2021,Oct09_2021,Oct10_2021,Oct11_2021,Oct12_2021,Oct13_2021,Oct14_2021,Oct15_2021,Oct16_2021,Oct17_2021,Oct18_2021,Oct19_2021,Oct20_2021,Oct21_2021,Oct22_2021,Oct23_2021,Oct24_2021,Oct25_2021,Oct26_2021,Oct27_2021,Oct28_2021,Oct29_2021,Oct30_2021,Oct31_2021,Nov01_2021,Nov02_2021,Nov03_2021,Nov04_2021,Nov05_2021,Nov06_2021,Nov07_2021,Nov08_2021,Nov09_2021,Nov10_2021,Nov11_2021,Nov12_2021,Nov13_2021,Nov14_2021,Nov15_2021,Nov16_2021,Nov17_2021,Nov18_2021,Nov19_2021,Nov20_2021,Nov21_2021,Nov22_2021,Nov23_2021,Nov24_2021,Nov25_2021,Nov26_2021,Nov27_2021,Nov28_2021,Nov29_2021,Nov30_2021,Dec01_2021,Dec02_2021,Dec03_2021,Dec04_2021,Dec05_2021,Dec06_2021,Dec07_2021,Dec08_2021,Dec09_2021,Dec10_2021,Dec11_2021,Dec12_2021,Dec13_2021,Dec14_2021,Dec15_2021,Dec16_2021,Dec17_2021,Dec18_2021,Dec19_2021,Dec20_2021,Dec21_2021,Dec22_2021,Dec23_2021,Dec24_2021,Dec25_2021,Dec26_2021,Dec27_2021,Dec28_2021,Dec29_2021,Dec30_2021,Dec31_2021,Jan01_2022,Jan02_2022,Jan03_2022,Jan04_2022,Jan05_2022,Jan06_2022,Jan07_2022,Jan08_2022,Jan09_2022,Jan10_2022,Jan11_2022,Jan12_2022,Jan13_2022,Jan14_2022,Jan15_2022,Jan16_2022,Jan17_2022,Jan18_2022,Jan19_2022,Jan20_2022,Jan21_2022,Jan22_2022,Jan23_2022,Jan24_2022,Jan25_2022,Jan26_2022,Jan27_2022,Jan28_2022,Jan29_2022,Jan30_2022,Jan31_2022,Feb01_2022,Feb02_2022,Feb03_2022,Feb04_2022,Feb05_2022,Feb06_2022,Feb07_2022,Feb08_2022,Feb09_2022,Feb10_2022,Feb11_2022,Feb12_2022,Feb13_2022,Feb14_2022,Feb15_2022,Feb16_2022,Feb17_2022,Feb18_2022,Feb19_2022,Feb20_2022,Feb21_2022,Feb22_2022,Feb23_2022,Feb24_2022,Feb25_2022,Feb26_2022,Feb27_2022,Feb28_2022,Mar01_2022,Mar02_2022,Mar03_2022,Mar04_2022,Mar05_2022,Mar06_2022,Mar07_2022,Mar08_2022,Mar09_2022,Mar10_2022,Mar11_2022,Mar12_2022,Mar13_2022,Mar14_2022,Mar15_2022,Mar16_2022,Mar17_2022,Mar18_2022,Mar20_2022,Mar21_2022,Mar22_2022,Mar23_2022,Mar24_2022,Mar25_2022,Mar26_2022,Mar27_2022,Mar28_2022,Mar29_2022,Mar30_2022,Mar31_2022,Apr01_2022,Apr02_2022,Apr03_2022,Apr04_2022,Apr05_2022,Apr06_2022,Apr07_2022,Apr08_2022,Apr09_2022,Apr10_2022,Apr11_2022,Apr12_2022,Apr13_2022,Apr14_2022,Apr15_2022,Apr16_2022,Apr17_2022,Apr18_2022,Apr19_2022,Apr20_2022,Apr21_2022,Apr22_2022,Apr23_2022,Apr24_2022,Apr25_2022,Apr26_2022,Apr27_2022,Apr28_2022,Apr29_2022,Apr30_2022,May01_2022,May02_2022,May03_2022,May04_2022,May05_2022,May06_2022,May07_2022,May08_2022,May09_2022
Armenia,"532,635","534,875","536,781","539,063","541,252","543,010","544,414","546,117","548,007","550,041","551,861","554,221","556,048","557,401","558,926","560,316","562,274","564,366","566,587","568,549","570,291","571,968","574,120","576,633","580,463","583,711","588,356","590,889","593,210","596,220","599,448","602,332","605,166","607,790","609,744","612,256","615,114","619,326","624,581","631,095","634,952","638,721","643,071","648,140","653,162","659,419","665,101","670,792","675,514","679,544","684,152","689,473","695,576","700,479","706,056","710,373","713,830","718,265","722,364","726,242","729,763","732,784","734,874","737,951","741,331","745,808","749,652","753,128","756,221","758,226","760,813","764,468","767,856","770,594","773,842","776,341","777,929","780,404","783,188","785,765","788,367","790,595","793,004","794,405","796,576","799,021","802,051","804,229","806,728","808,433","809,542","811,560","814,411","817,013","819,168","821,419","823,816","825,030","826,899","829,520","832,064","834,439","836,639","838,745","840,389","842,381","844,651","846,963","849,058","851,438","853,335","854,901","857,100","859,380","861,804","864,350","865,826","866,444","867,396","868,750","870,483","871,899","873,206","874,879","876,515","877,666","879,649","881,709","883,644","885,258","887,150","888,564","889,919","891,461","893,235","895,195","896,404","898,355","900,073","901,621","903,539","906,132","908,620","911,545","914,011","915,991","917,559","920,209","923,454","926,678","929,653","932,628","934,858","936,469","938,755","941,205","943,769","946,033","948,467","950,208","951,632","953,430","955,656","957,580","959,479","961,452","962,781","963,850","965,725","967,321","968,819","970,376","971,778","972,875","973,813","975,180","976,527","977,660","978,949","979,958","981,104","981,973","982,911","983,849","984,776","985,699","986,683","987,358","987,835","988,560","989,629","990,458","991,259","992,636","993,221","993,975","994,805","995,550","996,363","997,235","997,832","998,633","999,441","1,000,108","1,000,783","1,001,472","1,002,192","1,002,784","1,003,468","1,004,382","1,005,211","1,006,108","1,006,791","1,007,745","1,008,532","1,009,173","1,010,123","1,010,972","1,011,683","1,012,745","1,013,625","1,013,620","1,014,926","1,016,042","1,016,866","1,017,966","1,019,011","1,019,823","1,020,801","1,021,532","1,022,416","1,023,343","1,024,195","1,025,258","1,026,205","1,027,085","1,027,773","1,028,355","1,028,898","1,028,893","1,028,887","1,028,882","1,028,877","1,031,860"
Kenya,"43,895","44,032","44,154","44,299","44,413","44,481","44,532","44,653","44,766","44,908","45,041","45,183","45,248","45,294","45,419","45,538","45,646","45,775","45,873","45,896","45,939","46,050","46,162","46,272","46,387","46,501","46,560","46,601","46,714","46,799","46,911","47,020","47,090","47,148","47,212","47,267","47,349","47,472","47,578","47,655","47,725","47,786","47,880","47,986","48,037","48,167","48,257","48,330","48,351","48,479","48,565","48,638","48,735","48,821","48,873","48,936","49,038","49,118","49,215","49,325","49,405","49,465","49,518","49,540","49,665","49,784","49,868","49,965","50,011","50,039","50,106","50,199","50,281","50,364","50,440","50,494","50,563","50,651","50,725","50,810","50,897","50,957","50,999","50,996","51,136","51,221","51,291","51,374","51,445","51,495","51,492","51,627","51,715","51,818","51,904","52,014","52,084","52,122","52,170","52,303","52,404","52,530","52,697","52,796","52,855","53,036","53,234","53,439","53,599","53,803","53,861","53,934","54,015","54,185","54,393","54,558","54,676","54,769","54,838","55,026","55,179","55,365","55,529","55,682","55,775","55,861","55,983","56,088","56,266","56,430","56,554","56,622","56,681","56,780","56,917","57,022","57,130","57,236","57,290","57,353","57,449","57,544","57,642","57,732","57,816","57,883","57,921","58,028","58,111","58,231","58,352","58,464","58,534","58,588","58,672","58,778","58,890","58,987","59,104","59,174","59,243","59,339","59,437","59,547","59,646","59,742","59,831","59,879","59,968","60,064","60,154","60,257","60,359","60,435","60,488","60,583","60,668","60,665","60,877","60,972","61,040","61,095","61,204","61,301","61,385","61,492","61,582","61,680","61,726","61,814","61,896","61,970","62,051","62,206","62,251","62,328","62,407","62,481","62,554","62,632","62,692","62,747","62,827","62,898","62,970","63,046","63,120","63,161","63,220","63,287","63,335","63,381","63,377","63,508","63,544","63,576","63,619","63,668","63,713","63,758","63,792","63,821","63,846","63,883","63,936","63,932","64,014","64,060","64,104","64,140","64,178","64,211","64,252","64,305","64,344","64,380","64,399","64,417","64,455","64,495","64,533","64,580","64,605","64,653"
Mongolia,"1,091,936","1,091,888","1,091,841","1,091,794","1,091,747","1,091,700","1,091,653","1,091,605","1,153,626","1,153,576","1,153,526","1,153,477","1,153,427","1,153,377","1,153,327","1,153,277","1,153,227","1,153,178","1,153,128","1,153,078","1,153,028","1,152,978","1,152,929","1,152,879","1,152,829","1,152,780","1,152,730","1,152,680","1,202,779","1,202,727","1,202,675","1,202,623","1,202,571","1,202,519","1,202,467","1,202,415","1,202,363","1,202,312","1,202,260","1,202,208","1,204,283","1,204,231","1,204,179","1,204,127","1,204,075","1,204,023","1,203,971","1,203,919","1,203,868","1,203,815","1,203,764","1,203,712","1,203,660","1,203,608","1,203,556","1,203,504","1,203,452","1,203,400","1,203,349","1,203,297","1,203,245","1,203,193","1,203,141","1,203,089","1,203,037","1,202,986","1,202,934","1,202,882","1,202,830","1,202,778","1,202,727","1,202,675","1,202,623","1,202,571","1,202,519","1,202,467","1,202,416","1,202,364","1,202,312","1,202,260","1,202,208","1,202,157","1,202,105","1,202,053","1,202,002","1,201,950","1,201,898","1,201,846","1,201,794","1,201,743","1,201,691","1,201,639","1,201,588","1,201,536","1,201,484","1,201,433","1,201,381","1,201,329","1,201,277","1,201,226","1,201,174","1,201,122","1,201,071","1,201,019","1,200,967","1,200,916","1,200,864","1,200,812","1,200,761","1,200,709","1,200,657","1,200,606","1,200,554","1,200,502","1,200,451","1,200,399","1,200,348","1,200,296","1,200,244","1,200,193","1,200,141","1,200,089","1,200,038","1,199,987","1,199,935","1,199,883","1,199,832","1,199,780","1,199,729","1,199,677","1,199,625","1,199,574","1,199,522","1,199,471","1,199,419","1,199,368","1,199,316","1,199,265","1,199,213","1,199,162","1,199,110","1,199,059","1,199,007","1,198,956","1,198,904","1,198,853","1,198,801","1,198,750","1,198,698","1,198,647","1,198,595","1,198,544","1,198,492","1,198,441","1,198,390","1,198,338","1,198,287","1,198,235","1,198,184","1,198,132","1,198,081","1,198,030","1,197,978","1,197,927","1,197,875","1,197,824","1,197,772","1,197,721","1,197,670","1,197,618","1,197,567","1,197,515","1,197,464","1,197,413","1,197,361","1,197,310","1,197,259","1,197,207","1,197,156","1,197,105","1,197,053","1,197,002","1,196,951","1,196,900","1,196,848","1,196,797","1,196,746","1,196,694","1,196,643","1,196,592","1,196,541","1,196,489","1,196,438","1,196,335","1,196,284","1,196,233","1,196,182","1,196,130","1,196,079","1,196,028","1,195,977","1,195,925","1,195,874","1,195,823","1,195,772","1,195,720","1,195,669","1,195,618","1,195,567","1,195,515","1,195,464","1,195,413","1,195,362","1,195,311","1,195,260","1,195,208","1,195,157","1,195,106","1,195,055","1,195,004","1,194,953","1,194,902","1,194,851","1,194,799","1,194,748","1,194,697","1,194,646","1,194,595","1,194,544","1,194,492","1,194,441","1,194,390","1,194,339","1,194,288","1,194,237","1,194,186","1,194,135","1,194,084","1,194,033","1,193,982","1,193,931","1,193,880","1,193,828","1,193,777"
Qatar,"905,653","907,396","909,542","911,094","912,988","914,675","916,557","918,456","920,475","922,411","924,071","925,843","927,902","929,733","931,605","933,496","935,570","937,484","939,266","941,092","943,317","945,303","947,209","949,370","951,304","953,234","955,309","957,230","959,300","961,265","963,358","965,019","966,546","968,260","969,918","972,101","973,966","976,208","978,183","979,987","981,900","983,715","985,487","987,413","989,261","991,135","992,715","994,972","996,997","998,992","1,000,636","1,002,756","1,005,146","1,006,737","1,008,494","1,010,319","1,012,060","1,014,303","1,016,459","1,018,344","1,020,421","1,022,354","1,023,888","1,025,692","1,027,744","1,029,718","1,031,453","1,033,406","1,035,417","1,037,226","1,039,077","1,041,047","1,043,476","1,045,373","1,047,429","1,049,278","1,050,903","1,053,002","1,054,614","1,056,982","1,058,479","1,060,356","1,062,124","1,064,086","1,066,059","1,068,535","1,070,303","1,072,542","1,074,423","1,076,433","1,078,316","1,080,241","1,082,197","1,084,414","1,086,558","1,088,413","1,090,302","1,092,484","1,094,570","1,096,595","1,098,381","1,100,615","1,102,740","1,104,988","1,107,283","1,109,512","1,111,371","1,113,285","1,115,503","1,117,687","1,119,682","1,121,651","1,123,758","1,126,020","1,128,355","1,130,575","1,132,577","1,134,796","1,136,707","1,138,864","1,140,855","1,143,449","1,145,780","1,148,184","1,150,890","1,153,120","1,154,895","1,156,527","1,158,190","1,159,611","1,161,158","1,162,731","1,163,830","1,164,788","1,165,941","1,167,012","1,167,902","1,168,822","1,169,695","1,170,788","1,171,830","1,172,750","1,173,740","1,174,665","1,175,598","1,176,549","1,177,480","1,178,397","1,179,379","1,180,389","1,181,507","1,182,386","1,183,331","1,184,301","1,185,268","1,186,357","1,187,482","1,188,506","1,189,373","1,190,198","1,191,046","1,191,843","1,192,789","1,193,569","1,194,329","1,195,024","1,195,724","1,196,477","1,197,169","1,197,987","1,198,778","1,199,552","1,200,226","1,201,034","1,201,840","1,202,480","1,203,088","1,203,738","1,204,336","1,204,820","1,205,366","1,205,825","1,206,317","1,206,817","1,207,312","1,207,839","1,208,288","1,208,647","1,209,050","1,209,362","1,209,656","1,209,992","1,210,326","1,210,869","1,211,114","1,211,388","1,211,704","1,212,031","1,212,338","1,212,601","1,212,909","1,213,255","1,213,644","1,214,008","1,214,390","1,214,790","1,215,125","1,215,397","1,215,634","1,215,838","1,216,111","1,216,336","1,216,561","1,216,763","1,217,015","1,217,248","1,217,494","1,217,718","1,217,955","1,218,227","1,218,440","1,218,692","1,218,899","1,219,130","1,219,343","1,219,548","1,219,771","1,219,943","1,220,234","1,220,434","1,221,181","1,222,225","1,223,272","1,224,390","1,225,490","1,226,643","1,227,720","1,228,661","1,229,662","1,230,763","1,231,917","1,232,963","1,234,142","1,235,275"
Bosnia and Herzegovina,"355,878","356,842","357,792","358,786","358,792","358,798","358,804","361,833","363,076","364,072","365,141","365,148","365,154","367,345","368,422","369,757","370,833","371,710","371,717","371,723","373,663","374,875","375,740","376,930","376,937","376,943","376,950","379,636","379,643","381,641","382,802","383,594","383,600","383,607","385,127","386,043","386,799","387,828","388,776","388,782","388,789","390,494","391,301","392,198","392,948","393,949","393,955","393,962","395,704","396,810","398,014","399,174","400,150","400,157","400,164","400,170","402,968","402,975","405,460","405,467","405,474","405,481","405,488","409,668","410,706","412,069","412,931","412,938","412,945","415,013","416,143","417,369","418,492","419,519","419,526","419,533","421,683","422,130","423,945","425,086","426,149","426,157","426,164","428,516","429,711","430,921","431,917","432,787","432,795","432,802","434,735","435,897","436,856","437,822","438,687","438,695","438,702","440,506","441,520","442,402","443,435","444,277","444,285","444,292","445,947","446,994","447,941","448,883","449,637","449,644","449,652","451,337","452,618","453,729","455,048","456,344","456,352","456,359","456,367","459,647","461,327","463,336","463,344","463,352","463,360","468,942","470,910","472,916","474,829","476,962","476,970","476,978","480,292","482,704","484,676","484,684","488,378","488,386","488,395","491,483","493,316","495,022","496,751","498,170","498,178","498,187","500,750","502,000","503,544","504,846","505,879","505,887","505,896","505,905","509,592","510,710","511,812","512,840","512,849","512,858","514,799","515,936","516,832","517,465","518,160","518,169","518,178","519,662","520,391","520,400","521,906","521,915","521,924","521,933","523,536","524,107","524,468","525,025","525,512","525,521","525,530","526,512","527,079","527,088","527,901","531,444","531,453","531,462","531,471","531,480","531,489","531,498","531,507","531,525","531,834","532,288","532,665","532,965","533,283","533,292","533,301","533,958","534,383","534,718","535,046","535,310","535,319","535,328","536,093","536,391","536,783","537,085","537,094","537,103","537,113","537,793","538,160","538,445","538,704","538,950","538,959","538,968","538,977","539,467","539,730","539,988","540,288","540,297","540,306","540,996","541,346","541,587","541,831","542,040","542,049","542,059","542,068","542,077","542,087","543,019","543,028","543,300","543,310","543,319"
Zambia,"122,113","122,478","122,828","123,161","123,551","123,832","123,993","124,315","124,666","125,019","125,401","125,673","125,961","126,160","126,500","126,846","127,157","127,462","127,755","127,931","128,140","128,448","128,806","129,136","129,465","129,749","129,925","130,077","130,265","130,720","130,985","131,242","131,471","131,670","131,815","132,115","132,400","132,679","132,979","133,290","133,456","133,573","133,735","133,985","134,291","134,545","134,837","134,994","135,150","135,286","135,497","135,749","135,985","136,239","136,410","136,488","136,686","136,932","137,135","137,433","137,684","137,837","137,963","138,212","138,468","138,703","138,951","139,174","139,363","139,475","139,701","139,945","140,163","140,363","140,625","140,800","140,920","140,910","141,350","141,540","141,737","141,945","142,081","142,191","142,426","142,671","142,935","143,238","143,472","143,611","143,706","143,959","144,190","144,497","144,830","145,104","145,280","145,414","145,753","146,080","146,480","146,940","147,341","147,683","147,855","148,324","148,960","149,646","150,352","150,853","151,131","151,352","151,963","152,828","153,685","154,498","155,087","155,380","155,669","156,379","157,107","157,838","158,556","159,190","159,496","159,765","160,348","160,869","161,353","161,793","162,134","162,372","162,538","162,905","163,237","163,506","163,725","163,970","164,152","164,251","164,515","164,808","165,112","165,305","165,494","165,628","165,717","165,953","166,143","166,338","166,542","166,530","166,852","166,942","167,111","167,294","167,493","167,679","167,863","167,973","168,033","168,191","168,370","168,534","168,693","168,840","168,939","168,995","169,189","169,360","169,508","169,671","169,850","169,923","169,995","170,151","170,315","170,473","170,677","170,850","170,935","171,009","171,204","171,331","171,520","171,682","171,878","171,943","171,931","171,918","172,342","172,507","172,495","172,469","172,930","173,093","173,245","173,393","173,546","173,656","173,729","173,716","173,703","173,690","174,143","174,259","174,380","174,367","174,505","174,635","174,768","174,907","174,894","174,881","174,868","175,305","175,292","175,675","175,808","175,976","176,047","176,127","176,114","176,242","176,229","176,513","176,500","176,487","176,474","176,902","177,002","176,989","177,210","177,197","177,184","177,417","177,456","177,443","177,430","177,417","177,404","177,858","177,845","177,952"
Algeria,"5,155","5,154","5,154","5,154","5,154","5,153","5,153","5,153","5,153","5,153","5,152","5,152","5,152","5,152","5,151","5,151","5,151","5,151","5,150","5,150","5,150","5,150","5,149","5,149","5,149","5,149","5,148","5,148","5,148","5,148","5,147","5,147","5,147","5,147","5,146","5,146","5,146","5,146","5,145","5,145","5,145","5,145","5,144","5,144","5,144","5,144","5,143","5,143","5,143","5,143","5,142","5,142","5,142","5,142","5,141","5,141","5,141","5,141","5,140","5,140","5,140","5,140","5,139","5,139","5,139","5,139","5,138","5,138","5,138","5,138","5,137","5,137","5,137","5,137","5,136","5,136","5,136","5,136","5,135","5,135","5,135","5,135","5,134","5,134","5,134","5,134","5,133","5,133","5,133","5,133","5,132","5,132","5,132","5,132","5,131","5,131","5,131","5,131","5,130","5,130","5,130","5,130","5,129","5,129","5,129","5,129","5,128","5,128","5,128","5,128","5,127","5,127","5,127","5,127","5,126","5,126","5,126","5,126","5,125","5,125","5,125","5,125","5,125","5,124","5,124","5,124","5,124","5,123","5,123","5,123","5,123","5,122","5,122","5,122","5,122","5,121","5,121","5,121","5,121","5,120","5,120","5,120","5,120","5,119","5,119","5,119","5,119","5,118","5,118","5,118","5,118","5,117","5,117","5,117","5,117","5,116","5,116","5,116","5,116","5,115","5,115","5,115","5,115","5,114","5,114","5,114","5,114","5,113","5,113","5,113","5,113","5,112","5,112","5,112","5,112","5,111","5,111","5,111","5,111","5,110","5,110","5,110","5,110","5,110","5,109","5,109","5,109","5,109","5,108","5,108","5,108","5,108","5,107","5,107","5,107","5,106","5,106","5,106","5,106","5,105","5,105","5,105","5,105","5,104","5,104","5,104","5,104","5,103","5,103","5,103","5,103","5,102","5,102","5,102","5,102","5,101","5,101","5,101","5,101","5,100","5,100","5,100","5,100","5,099","5,099","5,099","5,099","5,099","5,098","5,098","5,098","5,098","5,097","5,097","5,097","5,097","5,096","5,096","5,096","5,096","5,095","5,095","5,095","5,095"
Nigeria,"13,593","13,592","13,592","13,591","13,590","13,589","13,864","13,863","13,862","13,861","13,860","13,859","13,858","14,114","14,113","14,112","14,111","14,110","14,109","14,108","14,107","14,107","14,106","14,322","14,321","14,320","14,320","14,319","14,538","14,537","14,536","14,535","14,534","14,533","14,532","14,531","14,530","14,529","14,777","14,776","14,775","14,774","14,773","14,772","14,771","14,770","14,769","14,768","15,500","15,499","15,498","15,497","15,496","15,495","15,494","15,493","15,492","15,491","15,490","15,683","15,682","15,681","15,680","15,679","15,678","15,677","15,920","15,919","15,918","15,917","15,916","16,139","16,138","16,137","16,136","16,135","16,134","16,133","16,132","16,316","16,315","16,314","16,313","16,311","16,310","16,309","16,781","16,780","16,779","16,778","16,776","16,775","17,004","17,003","17,002","17,001","16,999","16,998","16,997","16,996","17,261","17,260","17,259","17,258","17,257","17,256","17,254","17,253","17,558","17,557","17,555","17,889","17,888","17,887","17,886","17,885","17,884","17,882","17,881","17,880","17,879","17,878","17,877","17,875","17,874","17,873","18,386","18,384","18,383","18,382","18,381","18,380","18,378","18,377","18,653","18,652","18,650","18,649","18,648","18,647","18,646","18,644","18,643","18,938","18,937","18,935","19,217","19,215","19,214","19,213","19,212","19,210","19,209","19,404","19,494","19,493","19,491","19,490","19,489","19,487","19,486","19,743","19,742","19,741","19,740","19,738","19,737","20,128","20,127","20,126","20,125","20,123","20,122","20,121","20,703","20,702","20,701","20,699","20,698","20,697","21,054","21,052","21,051","21,050","21,048","21,047","21,045","21,044","21,043","21,366","21,365","21,364","21,362","21,359","21,358","21,991","21,990","21,988","21,987","21,985","21,984","21,983","21,981","22,518","22,516","22,515","22,513","22,512","22,510","22,810","22,808","22,807","22,805","22,804","22,802","23,132","23,131","23,129","23,128","23,126","23,125","23,123","23,122","23,394","23,393","23,391","23,390","23,388","23,387","23,385","23,384","23,382","23,562","23,560","23,559","23,557","23,556","23,554","23,552","23,551","23,549","23,548","23,546","23,545"
North Macedonia,"574,739","577,850","579,184","581,757","584,898","587,083","588,060","590,226","592,444","594,309","596,413","599,096","601,023","601,968","603,922","605,721","607,465","609,316","611,540","613,185","614,013","615,699","617,343","618,987","620,609","620,609","623,936","624,837","626,439","627,951","629,378","631,198","633,563","633,563","635,970","636,855","638,567","639,959","641,411","643,137","644,599","645,400","647,047","648,723","650,198","651,738","653,731","654,977","655,703","657,442","658,983","660,295","661,717","663,707","665,029","665,773","667,401","669,126","670,580","672,144","674,304","675,754","676,382","677,974","679,701","680,979","682,561","684,637","685,917","686,629","688,130","689,639","691,037","692,447","694,300","695,563","696,129","697,507","698,917","700,218","701,670","703,325","704,547","705,145","706,309","707,592","708,764","709,892","711,352","712,657","713,281","714,598","716,175","716,885","718,338","720,070","721,339","721,921","723,438","724,668","726,027","727,343","729,174","730,418","744,861","746,562","748,177","749,833","751,518","753,713","755,599","756,715","758,995","761,328","763,963","766,838","770,031","771,984","773,693","777,285","780,736","784,323","788,130","791,265","796,776","799,255","802,963","806,382","809,345","812,671","816,302","819,250","821,049","824,428","827,477","829,408","832,293","835,758","838,448","839,909","842,882","845,819","848,434","851,235","854,425","856,865","858,399","861,174","863,414","865,723","868,117","870,850","873,104","874,443","876,814","878,807","880,643","882,562","884,646","886,248","887,068","889,011","890,788","892,474","893,822","895,780","897,687","898,320","900,003","901,518","902,871","904,152","905,662","906,892","907,546","908,881","910,191","911,407","912,667","914,178","914,178","914,178","914,178","914,178","914,178","914,178","914,179","914,179","914,179","914,179","914,179","914,179","914,179","914,179","914,180","914,180","914,180","914,180","914,180","914,180","914,180","938,476","939,809","940,976","940,976","940,976","940,976","940,976","940,976","940,976","947,819","948,917","948,917","948,917","948,917","952,608","952,608","954,771","955,729","956,540","957,573","958,364","958,693","959,573","960,489","961,621","963,678","963,678","963,678","965,465","965,894","966,738","967,602","968,708","968,708","968,708","970,925","971,297","972,094","972,778","972,778","973,298","973,298","973,298"
Kyrgyzstan,"250,613","251,422","252,028","252,548","253,410","253,399","253,882","254,569","254,557","255,249","255,896","255,885","255,874","256,245","256,792","257,361","257,349","257,338","257,814","258,424","258,754","259,370","259,931","260,444","260,432","260,943","260,931","260,920","260,908","260,897","260,885","260,874","260,862","260,851","260,839","261,583","261,572","261,993","261,982","261,970","261,959","262,180","262,542","262,531","263,158","263,661","263,650","263,638","264,065","264,679","265,014","265,002","265,478","266,177","266,540","266,902","266,891","266,879","267,555","267,977","267,965","267,953","267,941","267,929","268,383","268,841","268,829","268,817","268,806","269,036","269,631","269,619","269,608","270,077","270,602","270,986","271,206","271,619","272,139","272,572","272,972","273,485","273,867","274,185","274,629","275,057","275,400","275,937","276,322","276,848","277,128","277,529","277,958","278,346","278,752","279,117","279,490","279,715","280,234","280,760","281,115","281,527","282,102","282,558","282,781","283,191","283,616","283,914","284,217","284,766","285,111","285,337","285,324","285,312","285,299","285,286","285,274","285,261","285,249","285,236","285,224","285,211","285,199","285,186","285,173","285,161","285,148","285,136","285,123","285,111","285,098","285,086","285,073","285,061","285,048","285,035","285,023","285,010","284,998","284,985","284,973","284,960","284,948","284,935","284,923","284,910","284,898","284,885","284,873","284,860","284,847","284,835","284,822","284,810","284,797","284,785","284,772","284,760","284,747","284,735","284,722","284,710","284,697","284,685","284,672","284,660","284,647","284,635","284,622","284,610","284,597","284,585","284,572","284,560","284,547","284,535","284,522","284,510","284,497","284,485","284,472","284,460","284,447","284,435","284,422","284,410","284,397","284,385","284,372","284,360","284,347","284,335","284,322","284,298","284,285","284,273","284,260","284,248","284,235","284,223","284,210","284,198","284,185","284,173","284,160","284,148","284,135","284,123","284,111","284,098","284,086","284,073","284,061","284,048","284,036","284,023","284,011","283,998","283,986","283,974","283,961","283,949","283,936","283,924","283,911","283,899","283,886","283,874","283,862","283,849","283,837","283,824","283,812","283,799","283,787","283,775","283,762","283,750","283,737","283,725","283,712","283,700","283,688","283,675"
