Country_Other,Sep07_2021,Sep08_2021,Sep09_2021,Sep10_2021,Sep11_2021,Sep12_2021,Sep13_2021,Sep14_2021,Sep15_2021,Sep16_2021,Sep17_2021,Sep18_2021,Sep19_2021,Sep20_2021,Sep21_2021,Sep22_2021,Sep23_2021,Sep24_2021,Sep25_2021,Sep26_2021,Sep27_2021,Sep28_2021,Sep29_2021,Sep30_2021,Oct01_2021,Oct02_2021,Oct03_2021,Oct04_2021,Oct05_2021,Oct06_2021,Oct07_2021,Oct08_2021,Oct09_2021,Oct10_2021,Oct11_2021,Oct12_2021,Oct13_2021,Oct14_2021,Oct15_2021,Oct16_2021,Oct17_2021,Oct18_2021,Oct19_2021,Oct20_2021,Oct21_2021,Oct22_2021,Oct23_2021,Oct24_2021,Oct25_2021,Oct26_2021,Oct27_2021,Oct28_2021,Oct29_2021,Oct30_2021,Oct31_2021,Nov01_2021,Nov02_2021,Nov03_2021,Nov04_2021,Nov05_2021,Nov06_2021,Nov07_2021,Nov08_2021,Nov09_2021,Nov10_2021,Nov11_2021,Nov12_2021,Nov13_2021,Nov14_2021,Nov15_2021,Nov16_2021,Nov17_2021,Nov18_2021,Nov19_2021,Nov20_2021,Nov21_2021,Nov22_2021,Nov23_2021,Nov24_2021,Nov25_2021,Nov26_2021,Nov27_2021,Nov28_2021,Nov29_2021,Nov30_2021,Dec01_2021,Dec02_2021,Dec03_2021,Dec04_2021,Dec05_2021,Dec06_2021,Dec07_2021,Dec08_2021,Dec09_2021,Dec10_2021,Dec11_2021,Dec12_2021,Dec13_2021,Dec14_2021,Dec15_2021,Dec16_2021,Dec17_2021,Dec18_2021,Dec19_2021,Dec20_2021,Dec21_2021,Dec22_2021,Dec23_2021,Dec24_2021,Dec25_2021,Dec26_2021,Dec27_2021,Dec28_2021,Dec29_2021,Dec30_2021,Dec31_2021,Jan01_2022,Jan02_2022,Jan03_2022,Jan04_2022,Jan05_2022,Jan06_2022,Jan07_2022,Jan08_2022,Jan09_2022,Jan10_2022,Jan11_2022,Jan12_2022,Jan13_2022,Jan14_2022,Jan15_2022,Jan16_2022,Jan17_2022,Jan18_2022,Jan19_2022,Jan20_2022,Jan21_2022,Jan22_2022,Jan23_2022,Jan24_2022,Jan25_2022,Jan26_2022,Jan27_2022,Jan28_2022,Jan29_2022,Jan30_2022,Jan31_2022,Feb01_2022,Feb02_2022,Feb03_2022,Feb04_2022,Feb05_2022,Feb06_2022,Feb07_2022,Feb08_2022,Feb09_2022,Feb10_2022,Feb11_2022,Feb12_2022,Feb13_2022,Feb14_2022,Feb15_2022,Feb16_2022,Feb17_2022,Feb18_2022,Feb19_2022,Feb20_2022,Feb21_2022,Feb22_2022,Feb23_2022,Feb24_2022,Feb25_2022,Feb26_2022,Feb27_2022,Feb28_2022,Mar01_2022,Mar02_2022,Mar03_2022,Mar04_2022,Mar05_2022,Mar06_2022,Mar07_2022,Mar08_2022,Mar09_2022,Mar10_2022,Mar11_2022,Mar12_2022,Mar13_2022,Mar14_2022,Mar15_2022,Mar16_2022,Mar17_2022,Mar18_2022,Mar20_2022,Mar21_2022,Mar22_2022,Mar23_2022,Mar24_2022,Mar25_2022,Mar26_2022,Mar27_2022,Mar28_2022,Mar29_2022,Mar30_2022,Mar31_2022,Apr01_2022,Apr02_2022,Apr03_2022,Apr04_2022,Apr05_2022,Apr06_2022,Apr07_2022,Apr08_2022,Apr09_2022,Apr10_2022,Apr11_2022,Apr12_2022,Apr13_2022,Apr14_2022,Apr15_2022,Apr16_2022,Apr17_2022,Apr18_2022
Japan,"183,163","169,743","163,006","154,601","145,024","137,490","127,247","115,340","107,416","100,087","94,165","87,248","80,069","73,311","67,737","60,011","53,662","50,107","44,537","41,313","38,799","35,423","32,685","29,810","27,410","25,229","22,724","20,677","19,082","17,112","15,807","14,399","13,380","12,358","11,830","10,980","10,028","9,494","9,003","8,415","7,917","7,654","7,179","6,739","6,534","6,227","5,796","5,482","5,339","5,020","4,724","4,549","4,379","4,208","4,148","4,166","3,938","3,752","3,756","3,612","3,481","3,467","3,455","3,338","1,818","1,799","1,794","1,700","1,680","1,665","1,549","1,437","1,453","1,415","1,320","1,250","1,263","1,181","1,095","1,061","1,051",953,946,883,856,865,849,852,832,826,867,831,822,860,913,906,930,959,921,936,993,"1,056","1,118","1,198","1,269","1,320","1,373","1,542","1,697","1,869","2,056","2,184","2,190","2,350","2,614","2,913","3,221","3,535","3,858","4,459","5,496","7,767","11,582","17,177","24,630","31,982","37,677","43,492","54,493","70,165","87,863","107,063","125,497","141,620","163,972","195,495","230,501","267,074","305,852","337,059","359,391","394,848","436,825","483,536","524,431","562,030","605,857","615,682","647,489","690,006","742,253","768,249","803,504","830,664","826,882","848,346","871,577","893,817","899,424","892,448","881,372","857,537","856,175","864,786","869,123","857,475","849,966","849,665","819,855","801,340","806,757","781,716","755,007","747,658","737,078","717,643","698,958","695,387","686,435","670,816","660,409","656,431","624,411","608,551","609,502","612,098","592,889","586,559","578,465","554,645","543,964","540,454","538,621","518,304","507,292","484,934","454,908","434,436","441,245","428,260","425,519","426,612","414,843","415,942","428,780","441,767","455,864","460,801","470,278","461,766","463,468","474,904","489,554","488,736","494,941","501,281","497,602","504,156","510,922","526,013","520,226","519,782","515,322"
Canada,"37,055","38,351","38,148","39,198","40,304","41,257","42,021","42,332","42,322","43,145","44,382","45,457","46,481","45,822","45,453","44,796","44,974","45,024","45,688","46,479","46,453","44,777","44,358","44,451","44,691","45,549","45,908","44,320","42,388","41,636","41,549","41,216","42,041","42,582","43,090","37,426","36,009","35,336","34,782","35,288","35,384","32,619","30,996","29,798","29,209","28,936","29,210","29,387","27,139","25,968","25,264","25,333","25,253","25,769","26,078","24,300","23,555","23,150","23,162","23,425","24,195","24,921","24,126","23,861","23,986","24,489","24,505","25,291","26,017","24,563","23,632","23,488","23,544","23,841","24,921","25,702","24,127","23,648","23,939","23,113","25,027","26,396","27,634","25,916","25,557","26,016","26,611","27,321","29,134","30,971","29,328","29,203","29,910","31,295","32,988","35,941","38,582","36,844","37,807","40,384","43,909","48,654","54,803","62,176","66,012","74,415","84,742","101,197","109,969","111,631","131,145","168,584","197,570","207,427","233,785","269,635","300,855","329,964","329,522","346,697","360,396","376,670","388,143","407,877","421,809","403,860","402,237","398,525","385,960","365,854","360,694","361,516","331,371","321,834","312,989","298,527","290,528","291,808","295,261","275,941","260,831","250,680","232,699","227,111","229,818","230,713","209,358","204,582","199,540","180,522","176,791","178,356","178,401","164,727","160,831","156,853","146,697","149,033","151,445","152,268","137,372","134,098","132,593","128,820","126,165","127,626","125,307","118,528","121,126","116,052","113,363","113,549","114,894","115,835","110,505","111,679","111,649","111,569","114,211","115,703","116,725","111,199","110,673","111,853","112,110","112,673","112,946","112,933","111,745","114,259","115,391","115,374","120,579","121,094","122,807","122,794","127,173","132,098","135,388","136,212","136,785","144,039","142,517","150,310","160,588","163,056","164,367","165,583","167,918","170,348","179,448","191,511","194,202","195,688","196,812","196,827","195,867","204,414","217,879","217,879","220,463","220,463","220,665"
Bangladesh,"32,367","30,972","29,885","28,316","26,427","24,661","22,461","20,765","18,742","17,004","15,954","15,464","13,917","13,881","13,814","13,727","13,194","12,983","12,811","12,458","12,443","12,527","12,602","12,460","12,326","12,150","11,637","11,579","11,542","11,407","11,394","11,218","11,070","10,838","10,792","10,620","10,616","10,380","10,244","10,089","9,858","9,678","9,443","9,324","9,023","8,687","8,662","8,542","8,413","8,243","8,254","8,315","8,342","8,319","8,248","8,258","8,273","8,285","8,298","8,313","8,309","8,293","8,293","8,140","8,102","8,107","8,104","8,057","8,064","8,065","8,053","8,056","8,001","7,949","7,937","7,937","7,860","7,823","7,794","7,662","7,621","7,586","7,489","7,434","7,338","7,235","7,180","7,195","7,203","7,168","7,115","7,093","7,068","7,043","7,062","7,112","7,147","7,262","7,307","7,331","7,404","7,448","7,422","7,464","7,486","7,512","7,582","7,650","7,699","7,749","7,766","7,815","7,917","8,039","8,146","8,366","8,529","8,832","9,288","9,872","10,549","11,486","12,461","13,422","14,693","16,713","18,895","21,541","24,586","28,607","31,753","36,674","42,913","50,835","59,850","70,157","80,827","89,942","100,052","113,867","128,787","143,245","158,000","172,094","181,342","191,324","202,226","212,628","220,582","226,190","228,930","230,236","230,393","230,217","227,728","224,986","221,163","215,051","211,233","202,190","193,626","186,921","178,078","169,797","162,369","157,028","149,742","143,010","136,232","129,453","124,500","118,959","112,367","106,958","99,875","93,206","89,106","85,130","81,325","77,662","74,843","71,729","69,106","67,004","64,449","62,302","60,676","59,489","57,805","56,422","55,412","54,084","52,731","51,021","49,997","48,884","48,096","47,074","45,908","44,990","44,360","43,447","42,768","41,962","41,151","40,339","39,678","39,138","38,356","37,493","36,744","36,161","35,549","34,967","34,302","33,755","33,402","33,159","32,989","32,836","32,635","32,360","32,039"
Thailand,"145,465","142,644","143,038","141,642","137,859","135,966","132,113","129,025","128,546","128,728","129,421","130,128","131,095","132,573","131,655","129,071","128,367","127,392","124,540","122,463","120,156","116,711","115,423","116,075","115,233","113,394","112,251","109,748","108,373","108,022","109,022","110,113","110,128","110,880","110,265","108,174","107,168","107,925","107,606","107,378","107,790","107,226","105,546","103,507","103,086","102,317","101,803","101,000","100,042","98,150","98,096","99,144","99,301","100,132","100,691","99,227","98,444","97,585","97,470","97,300","97,410","98,367","98,425","97,244","96,463","96,450","95,804","95,415","95,530","94,165","92,107","91,384","90,674","89,823","87,887","87,273","85,770","83,095","81,579","80,659","80,279","79,782","79,252","77,813","75,675","74,192","73,728","72,763","72,956","71,484","69,012","66,397","64,202","60,417","56,719","53,457","51,618","49,526","47,533","46,317","45,444","43,481","43,307","41,793","40,097","38,892","38,202","38,314","38,192","37,123","35,862","34,436","33,639","33,502","33,399","33,243","32,929","33,108","33,114","33,505","34,877","37,968","42,580","47,964","53,858","58,159","61,974","66,283","70,591","74,792","77,365","80,546","82,207","81,949","81,599","82,731","82,717","83,228","83,456","82,482","81,529","81,296","82,757","83,695","83,936","84,539","84,316","83,011","83,091","84,410","86,470","88,460","91,034","92,781","94,240","98,827","105,126","111,390","118,490","124,866","129,930","132,725","138,292","144,058","149,586","157,496","162,457","166,394","169,071","173,602","180,990","190,107","201,041","208,843","213,642","215,722","218,781","223,411","227,840","232,144","232,518","230,456","224,325","221,582","220,331","222,995","226,148","227,333","225,886","221,433","221,969","225,131","230,600","240,136","240,336","236,811","237,125","240,346","244,108","250,262","251,933","250,734","245,151","244,369","246,767","251,211","255,792","259,123","256,664","250,142","248,075","248,054","248,251","251,448","250,970","245,572","237,396","232,679","229,701","224,902","221,449","214,551","205,511"
Belgium,"65,869","67,709","70,248","72,513","74,696","74,696","77,735","60,468","60,413","61,646","62,586","60,445","60,445","60,110","59,540","61,330","60,625","62,902","63,499","63,499","61,840","60,435","60,910","61,855","62,137","59,681","59,681","59,787","59,829","58,091","60,686","62,016","60,036","60,036","59,688","59,320","61,742","64,090","65,834","67,748","67,748","67,778","69,207","71,118","76,234","80,774","85,667","85,667","91,145","94,436","98,510","106,132","113,525","120,400","120,400","120,400","120,400","135,074","141,559","149,939","158,246","158,246","174,150","182,544","185,904","198,895","207,372","215,650","215,650","226,325","232,523","241,856","257,747","270,923","288,571","288,571","316,227","312,879","318,027","336,632","351,609","367,639","367,639","381,885","388,693","398,104","413,444","430,882","442,043","442,043","449,178","454,291","457,065","468,030","475,650","480,769","480,769","475,568","474,354","474,303","486,110","474,875","484,347","484,347","443,174","435,557","435,557","411,432","407,275","414,469","414,469","467,802","351,169","343,809","341,202","340,147","339,285","339,285","316,483","305,763","309,131","324,626","338,069","351,889","351,889","351,598","356,701","369,571","397,695","410,761","442,439","430,611","470,942","484,214","518,174","564,326","625,574","673,933","670,782","757,947","789,234","830,307","888,776","954,817","993,070","980,144","1,038,543","1,049,801","1,068,528","1,104,625","1,134,319","1,144,082","1,116,328","1,124,237","1,113,037","1,110,418","1,117,533","1,119,241","1,113,177","1,073,917","1,042,028","1,036,708","1,022,735","1,011,825","1,000,437","972,727","918,910","863,402","814,878","771,290","740,143","706,931","665,802","604,595","547,051","501,331","469,509","416,322","394,510","402,076","356,663","330,255","305,578","293,219","275,388","265,755","253,801","253,829","248,802","225,505","229,709","236,225","235,740","234,546","236,919","227,205","235,356","245,534","250,638","253,020","253,044","262,446","258,129","258,190","280,797","287,128","287,207","279,469","302,703","289,217","289,299","317,706","314,016","306,610","295,470","314,078","295,627","295,709","318,210","302,913","302,999","289,179","276,904"
Pakistan,"92,315","91,747","91,589","91,440","91,717","91,015","90,545","85,801","77,532","76,581","65,725","64,564","63,909","63,724","62,922","61,947","61,558","60,952","52,042","50,690","50,651","49,968","48,506","47,832","48,163","46,934","46,503","46,206","45,826","44,828","44,395","43,648","43,352","42,541","42,263","41,754","41,071","40,309","39,953","26,974","26,237","25,870","25,640","25,205","24,699","24,386","24,081","23,917","23,940","24,196","23,982","23,439","23,151","22,965","23,094","22,545","22,564","22,570","22,577","22,741","22,852","22,810","22,733","22,845","22,958","23,270","23,330","23,090","22,855","22,791","22,626","22,387","22,501","22,498","22,479","22,479","22,562","14,862","14,188","13,538","13,489","13,593","13,719","13,738","13,876","14,163","14,168","12,114","12,348","12,452","11,920","11,826","11,844","9,829","9,485","9,511","9,118","9,048","9,120","9,292","9,451","9,471","9,582","9,589","9,588","9,557","9,561","9,408","9,529","9,763","9,674","9,831","9,915","10,065","10,009","10,112","10,184","10,562","11,124","11,565","12,213","13,046","14,094","15,192","16,432","17,748","18,947","20,562","23,230","26,428","28,112","31,551","35,677","39,881","44,717","51,094","57,935","63,344","70,263","76,617","82,396","86,124","91,854","98,221","104,095","100,005","104,045","105,675","102,103","100,072","101,858","91,620","90,797","89,192","87,168","86,262","84,670","82,368","80,168","78,398","76,639","75,405","73,029","71,167","70,525","69,700","67,658","67,672","66,227","64,262","62,785","61,332","37,212","36,803","35,898","36,741","35,523","32,457","30,794","29,749","29,611","29,580","29,346","17,995","18,049","17,809","17,849","17,961","18,023","18,026","17,512","17,487","16,875","15,800","15,740","15,290","8,033","8,063","8,347","8,165","8,239","8,314","8,535","8,591","8,703","8,690","8,825","8,992","9,068","9,162","9,098","9,198","9,223","9,382","9,387","9,426","9,406","9,394","9,446","9,568","5,841","3,279","3,300"
Sweden,"28,093","29,709","28,508","28,934","28,934","27,891","26,874","30,488","29,831","29,691","29,427","28,401","28,401","27,356","29,336","28,522","28,023","27,270","27,270","25,999","26,821","27,709","26,219","25,958","24,863","24,863","23,437","22,114","23,983","23,344","21,958","21,297","21,297","19,816","18,299","20,020","18,825","18,509","17,993","17,993","16,997","16,165","17,830","17,437","17,369","17,419","17,419","16,648","18,200","19,443","19,281","18,436","18,670","18,670","18,004","19,947","21,115","19,923","20,040","20,023","20,023","18,681","18,681","20,746","21,961","21,068","21,212","21,212","20,544","19,965","22,589","22,803","23,194","23,539","23,539","21,872","21,872","24,857","26,395","29,341","28,454","28,454","26,397","25,535","31,247","33,247","34,532","35,908","35,908","35,082","34,351","40,889","43,722","45,562","47,707","47,707","46,782","45,871","54,202","57,671","60,399","63,317","63,323","62,193","60,879","71,987","75,723","78,729","78,729","76,622","74,507","72,488","91,098","109,957","107,319","107,319","104,895","100,534","143,488","140,494","155,754","197,132","190,548","190,548","187,476","184,610","251,380","270,608","292,110","313,637","313,666","305,357","305,357","397,165","436,836","473,511","510,679","510,679","505,536","499,700","634,503","678,830","711,377","755,618","755,618","744,123","733,514","836,096","865,323","884,328","888,374","888,374","870,666","850,742","881,333","884,497","878,538","859,705","859,705","833,631","807,461","776,693","756,575","717,307","680,981","680,981","597,553","597,553","537,371","506,878","462,275","424,887","424,887","370,993","331,552","289,126","267,606","229,225","195,312","195,312","166,998","141,282","116,032","110,621","91,063","76,716","76,716","69,268","67,036","63,118","63,966","61,095","57,086","52,855","49,445","47,475","44,093","46,862","46,862","43,619","40,266","37,514","36,031","34,942","36,546","36,546","34,102","31,975","30,102","28,835","28,509","29,018","29,018","26,916","25,297","23,745","22,965","22,560","23,981","23,981","22,195","20,331","19,002"
Israel,"84,218","86,201","81,780","83,458","84,194","82,676","82,004","85,082","82,227","83,911","81,073","86,255","77,862","74,733","81,919","69,476","66,337","65,595","63,441","61,873","56,889","55,380","49,509","46,310","45,412","43,883","38,016","37,480","35,756","33,808","31,964","30,807","29,356","25,740","24,763","24,355","22,907","21,194","20,125","20,094","18,341","17,638","17,449","16,023","14,754","14,020","13,563","12,234","11,846","11,280","10,275","10,942","9,715","8,601","7,641","7,832","8,586","7,414","6,971","6,581","6,434","5,984","6,083","6,323","6,450","6,117","6,490","5,825","5,473","5,620","5,536","5,211","5,103","5,586","5,233","5,347","5,643","6,082","6,082","6,077","6,313","6,651","6,975","5,518","5,664","5,538","5,406","5,387","5,544","5,131","5,464","5,781","5,901","5,798","5,939","5,803","5,608","5,964","6,321","6,342","6,397","7,117","6,672","6,727","7,432","8,322","9,037","9,960","11,088","11,661","12,756","14,403","16,246","18,652","22,780","25,524","29,959","33,909","45,527","47,917","70,107","83,596","89,635","113,373","119,515","169,117","200,616","231,494","259,223","248,169","273,072","253,103","253,103","253,103","496,354","412,460","427,023","442,229","442,229","551,160","615,247","725,754","492,895","538,228","447,470","441,148","447,296","447,449","471,325","529,916","592,120","376,328","347,745","339,156","330,940","328,538","326,756","309,241","303,647","284,805","215,633","238,200","175,815","168,865","152,411","142,486","133,040","120,713","113,209","111,332","108,229","94,456","100,706","77,334","77,302","73,146","63,162","58,077","66,515","59,181","53,818","61,312","49,010","46,457","52,146","44,913","44,083","41,619","39,912","40,924","40,664","42,825","41,841","50,763","54,512","65,670","69,616","73,046","70,700","71,204","71,575","83,542","101,561","111,725","125,652","134,228","88,164","85,701","63,822","63,104","70,144","77,890","83,193","88,881","45,438","53,745","59,224","64,477","70,239","73,497","75,997","79,290","84,196"
Romania,"14,677","15,392","16,142","17,627","18,754","20,104","21,628","23,328","24,726","26,189","28,647","31,003","33,788","36,646","40,419","43,684","46,637","50,837","55,407","59,611","64,516","69,656","74,229","77,811","85,624","92,187","99,187","105,651","111,917","116,638","121,372","128,747","134,892","142,437","148,455","153,485","158,536","163,388","168,392","172,831","176,647","179,937","182,381","185,032","187,284","190,730","192,157","193,542","194,898","197,049","198,283","198,551","199,268","197,926","194,586","191,340","188,274","185,838","181,886","174,137","167,309","159,654","152,365","145,547","140,178","135,566","126,361","118,029","110,528","103,320","96,251","91,272","87,253","79,982","73,782","68,369","63,406","58,422","55,233","52,376","47,755","44,219","40,732","38,442","36,386","35,006","33,917","31,457","29,011","27,210","26,402","25,104","24,211","23,435","22,029","20,558","19,594","18,554","17,658","16,978","16,426","15,757","15,618","15,200","14,346","13,700","13,289","12,904","12,297","11,857","11,603","11,427","11,098","10,876","10,966","11,140","11,564","12,335","12,366","13,078","13,749","15,092","18,457","22,644","27,342","31,430","37,945","41,813","45,401","53,153","60,499","68,066","76,167","84,872","91,863","98,012","111,951","124,201","136,839","148,880","161,940","171,558","181,290","192,621","217,272","236,888","256,978","277,167","290,306","303,152","323,940","339,231","355,257","367,802","376,944","382,586","386,790","402,357","394,775","386,582","377,659","366,950","359,197","351,440","332,173","314,445","296,428","279,506","264,292","254,457","244,909","223,816","207,837","193,472","180,292","168,321","160,997","154,898","141,087","130,691","121,313","113,262","106,156","110,260","113,765","116,677","119,368","120,972","123,031","127,825","131,643","135,632","139,339","144,694","146,918","152,006","156,487","160,538","164,216","167,292","169,223","171,165","175,397","178,944","181,895","184,776","186,926","188,344","189,664","192,684","194,986","196,947","198,647","200,079","200,982","202,005","204,033","205,599","207,064","208,306","209,329","209,907","210,590"
Portugal,"39,910","39,665","39,240","38,620","37,737","37,819","37,365","35,989","35,540","35,165","34,626","33,952","33,973","33,634","32,598","32,269","32,166","31,759","31,481","31,535","31,285","30,547","30,495","30,611","30,501","30,257","30,367","30,222","29,884","30,058","29,918","30,054","29,984","30,155","30,167","29,837","30,034","30,077","30,212","30,111","30,309","30,205","30,021","30,368","30,561","30,805","30,955","31,312","31,336","30,878","31,516","31,455","31,540","31,452","31,890","31,940","32,036","31,938","32,480","32,867","33,039","33,686","33,852","33,743","34,528","35,250","36,224","36,925","37,931","38,358","38,272","39,800","41,135","42,271","43,013","44,960","45,759","45,770","48,032","49,525","50,880","51,689","53,717","54,368","53,571","55,778","57,638","56,439","58,833","61,363","62,157","60,584","62,834","65,130","64,499","65,648","68,117","68,538","65,757","67,960","69,672","70,406","70,440","72,989","73,700","72,887","78,059","84,643","91,947","99,594","101,719","105,614","114,541","136,020","158,424","178,712","196,223","203,322","207,859","213,749","239,098","247,440","254,240","258,322","273,961","279,652","269,451","276,894","286,965","299,597","309,633","327,355","331,158","332,786","356,477","384,568","422,893","454,821","489,789","509,628","512,571","515,962","558,129","579,370","591,969","597,879","586,150","592,365","613,013","642,113","642,793","637,821","628,810","608,147","599,997","606,707","616,785","600,324","585,213","569,728","548,867","536,835","536,483","538,169","516,890","504,185","489,859","475,616","467,878","466,508","468,534","456,233","446,301","452,758","456,181","465,412","473,541","474,019","481,321","479,302","478,148","472,781","475,168","478,344","482,801","482,801","482,801","482,801","482,801","482,801","482,801","482,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,"41,765","40,164","39,054","36,464","35,809","33,446","29,840","28,602","27,958","26,672","25,407","24,159","23,616","20,926","19,930","19,150","18,159","17,591","17,187","16,166","14,280","13,888","13,173","12,644","12,110","11,615","11,282","10,665","10,126","9,344","8,201","7,535","7,190","6,923","6,507","6,363","6,290","6,013","5,865","5,896","5,960","5,739","5,757","5,474","5,372","5,443","5,461","5,438","5,007","5,042","5,120","5,030","5,016","5,000","5,044","4,581","4,432","4,332","4,303","4,216","4,156","4,042","3,800","3,757","3,610","3,557","3,513","3,508","3,471","3,289","3,265","3,291","3,276","3,180","3,184","3,191","3,069","3,069","3,060","3,060","3,047","2,991","2,973","2,877","2,850","2,888","2,876","2,853","2,879","2,883","2,806","2,597","2,496","2,289","2,099","1,845","1,619","1,388","1,373","1,306","1,342","1,317","1,472","1,555","1,509","1,700","1,947","2,243","2,658","3,182","3,586","3,458","4,278","5,364","6,681","8,050","9,561","10,364","10,877","14,024","18,152","22,457","26,396","31,808","35,768","38,386","42,282","46,081","49,491","52,350","55,971","55,982","57,568","60,527","63,182","66,908","69,517","71,374","68,032","62,105","58,631","57,021","55,651","52,353","49,613","46,610","40,845","36,884","35,677","35,255","32,746","30,791","27,560","28,257","23,991","22,462","21,569","20,242","19,694","16,014","13,392","11,961","11,221","10,195","9,355","8,834","8,195","7,344","6,533","6,083","5,658","5,284","5,087","4,757","4,267","3,723","3,356","3,068","2,815","2,679","2,284","1,913","1,674","1,482","1,159","1,008",884,827,744,704,668,625,594,592,532,575,571,571,583,627,629,577,591,622,651,688,746,762,704,707,723,752,734,773,789,720,719,704,699,655,640,644,607
Kazakhstan,"82,575","79,248","76,339","74,116","71,716","71,112","70,184","68,526","67,269","66,006","64,262","62,432","62,248","61,705","60,242","58,738","57,473","56,297","55,621","55,396","55,042","53,945","52,971","52,916","52,309","51,697","51,373","51,146","50,486","48,968","48,352","47,407","46,918","46,382","46,626","46,665","46,385","46,444","46,151","46,069","46,116","46,275","45,706","45,143","44,971","44,962","44,687","44,477","44,854","44,515","43,988","43,376","42,907","41,790","41,146","40,793","40,102","38,806","37,852","37,137","35,997","35,586","35,528","34,414","33,157","32,411","31,523","30,353","29,982","29,734","29,146","27,882","26,913","26,464","26,362","26,231","26,052","25,323","24,700","24,235","23,909","23,487","23,439","23,396","22,895","22,206","21,994","21,469","21,013","21,096","20,921","20,295","19,744","19,371","19,083","18,510","18,418","18,354","18,099","17,655","17,430","17,392","17,244","17,248","17,165","16,756","16,365","16,239","16,010","15,855","15,616","15,533","15,290","14,954","14,746","14,643","14,528","14,537","14,623","14,717","15,190","15,190","17,043","18,553","19,070","20,217","21,884","25,609","33,936","43,075","54,157","66,048","75,856","84,406","95,555","109,183","123,205","134,456","144,799","150,599","152,994","155,485","157,819","158,936","158,140","154,988","150,383","140,015","134,363","125,631","118,880","109,681","100,617","94,327","86,455","77,974","71,949","66,565","61,600","56,399","52,809","48,064","44,171","41,169","38,406","35,966","33,280","31,499","29,737","27,181","25,174","23,689","22,881","21,798","21,224","19,815","18,815","16,973","15,960","14,293","13,501","13,101","13,101","12,971","12,053","11,137","10,618","10,107","9,954","9,050","8,653","8,222","8,263","7,035","6,677","6,448","6,193","5,976","5,352","4,588","4,382","4,126","2,672","2,140","1,783","1,682","1,628","1,563","1,504","1,446","1,291","1,221","1,201","1,117","1,111","1,116",976,947,925,910,925,919,856
Hungary,"5,486","5,586","5,798","6,006","6,006","6,006","6,502","6,635","6,858","7,129","7,259","7,259","7,259","7,630","7,639","7,740","7,960","8,133","8,133","8,133","7,923","7,532","7,348","7,425","7,539","7,539","7,539","7,909","8,041","8,316","8,722","9,121","9,121","9,121","10,143","10,269","10,690","11,398","12,118","12,118","12,118","13,989","14,588","15,711","17,521","19,491","19,491","19,491","24,384","25,775","28,257","31,544","34,780","34,780","34,780","43,542","44,781","46,408","51,108","56,260","56,260","56,260","68,586","71,799","78,025","83,818","89,581","89,581","89,581","102,898","106,594","115,383","121,138","128,124","128,124","128,124","144,533","147,558","155,003","165,862","172,488","172,488","172,488","185,141","185,928","187,856","187,795","189,002","189,002","189,002","189,753","187,208","184,295","184,527","177,596","177,596","177,596","170,416","168,918","165,202","159,853","154,511","154,511","154,511","141,871","138,069","135,217","127,251","127,251","127,251","127,251","118,633","116,778","113,057","107,420","105,553","105,553","105,553","101,023","100,247","101,457","103,409","105,529","105,529","105,529","111,895","113,160","118,945","122,424","128,268","128,268","128,268","137,951","137,628","147,573","158,424","167,425","167,425","167,425","191,312","193,630","205,376","215,839","225,801","225,801","225,801","231,601","229,857","230,549","227,899","227,407","227,407","227,407","231,490","231,376","229,240","231,613","229,710","229,710","229,710","223,810","210,285","209,035","202,738","199,303","199,303","199,303","189,560","183,992","178,730","173,798","168,913","168,913","168,913","154,752","150,522","142,902","142,456","137,186","137,186","137,186","129,137","126,009","124,112","121,654","119,066","119,066","119,066","119,066","119,066","110,526","108,761","106,429","106,429","103,565","103,266","102,764","102,239","100,707","100,707","100,707","100,067","100,193","99,855","99,675","99,318","99,318","99,318","99,318","97,280","96,895","96,903","96,962","96,962","96,962","95,067","92,465","89,057","84,908","84,908","84,908","84,908","84,908"
